accession	collected_by	collection_date	country	identified_by	lat_lon	scientific_name	sequence_length	specimen_voucher	trace_count
JQ174815		10-Apr-1995	Panama: Chiriqui			Euphonia laniirostris	652	KU:O:87076	2
JQ174814		06-Apr-1995	Panama: Chiriqui			Euphonia laniirostris	652	KU:O:87075	2
JQ174810		16-Apr-2000	Guyana			Euphonia finschi	630	KU:O:90682	2
JQ174808		19-Mar-2000	Guyana			Euphonia finschi	652	KU:O:90804	2
JQ174805		02-Sep-1998	Guyana			Euphonia cayennensis	652	KU:O:89861	2
JQ174802		04-Apr-1995	Panama: Chiriqui			Euphonia anneae	652	KU:O:87071	2
JQ174800		10-Apr-1995	Panama: Chiriqui			Eupherusa nigriventris	652	KU:O:86896	2
JQ174799		08-Apr-1995	Panama: Chiriqui			Eupherusa nigriventris	652	KU:O:86894	2
JQ174798		03-Apr-1995	Panama: Chiriqui			Eupherusa eximia	652	KU:O:87135	2
JQ174797		03-Apr-1995	Panama: Chiriqui			Eupherusa eximia	652	KU:O:86893	2
JQ174796		04-Apr-1995	Panama: Chiriqui			Eupherusa eximia	652	KU:O:86891	2
JQ174788		05-Apr-1995	Panama: Chiriqui			Eubucco bourcierii	652	KU:O:86916	2
JQ174776		13-May-2006	Greece: Lesvos		39.129 N 26.219 E	Emberiza melanocephala	652	USNM:Birds:640093	2
JQ174775		14-May-2006	Greece: Lesvos		39.129 N 26.219 E	Emberiza melanocephala	652	USNM:Birds:640780	2
JQ174774		14-May-2006	Greece: Lesvos		39.129 N 26.219 E	Emberiza melanocephala	652	USNM:Birds:640775	2
JQ174768		15-May-2006	Greece: Lesvos		39.129 N 26.219 E	Emberiza cirlus	652	USNM:Birds:640785	2
JQ174766		18-May-2006	Greece: Lesvos		39.222 N 25.942 E	Emberiza cineracea	652	USNM:Birds:640802	2
JQ174765		18-May-2006	Greece: Lesvos		39.222 N 25.942 E	Emberiza cineracea	652	USNM:Birds:640803	2
JQ174764		18-May-2006	Greece: Lesvos		39.222 N 25.942 E	Emberiza calandra	652	USNM:Birds:640125	2
JQ174762		18-May-2006	Greece: Lesvos		39.222 N 25.942 E	Emberiza caesia	652	USNM:Birds:640801	2
JQ174758		05-Apr-1995	Panama: Chiriqui			Elvira chionura	652	KU:O:86897	2
JQ174757		09-Apr-1995	Panama: Chiriqui			Elvira chionura	652	KU:O:87139	2
JQ174756		08-Apr-1995	Panama: Chiriqui			Elvira chionura	652	KU:O:86898	2
JQ174749		18-Sep-1998	Guyana			Elaenia ruficeps	652	KU:O:89802	2
JQ174740		17-Apr-1995	Panama: Chiriqui			Elaenia frantzii	652	KU:O:86989	2
JQ174739		14-Apr-1995	Panama: Chiriqui			Elaenia frantzii	652	KU:O:86990	2
JQ174738		20-Apr-1995	Panama: Chiriqui			Elaenia frantzii	652	KU:O:86988	2
JQ174737		05-Apr-1996	Guyana: Berbice			Elaenia flavogaster	642	KU:O:88201	2
JQ174736		26-Mar-2000	Guyana			Elaenia flavogaster	652	KU:O:91085	2
JQ174734		19-Sep-1998	Guyana			Elaenia cristata	652	KU:O:89800	2
JQ174732		04-Nov-2000	Guyana			Elaenia chiriquensis	625	KU:O:91533	2
JQ174720		11-Apr-1995	Panama: Chiriqui			Doryfera ludoviciae	652	KU:O:87142	2
JQ174713		15-Mar-2000	Guyana			Donacobius atricapilla	652	KU:O:90767	2
JQ174712		15-Mar-2000	Guyana			Donacobius atricapilla	652	KU:O:90768	2
JQ174710		17-Aug-1998	Guyana			Dolospingus fringilloides	639	KU:O:89873	2
JQ174709		18-Aug-1998	Guyana			Dolospingus fringilloides	652	KU:O:89874	2
JQ174704		25-Mar-2000	Guyana			Diopsittaca nobilis	638	KU:O:90734	2
JQ174669		12-May-2006	Greece: Lesvos		39.129 N 26.219 E	Leiopicus medius	652	USNM:Birds:640757	2
JQ174668		11-May-2006	Greece: Lesvos		39.129 N 26.219 E	Leiopicus medius	652	USNM:Birds:640740	2
JQ174658		19-Apr-1995	Panama: Chiriqui			Dendrocolaptes picumnus	652	KU:O:86951	2
JQ174656		02-Apr-2000	Guyana			Dendrocolaptes picumnus	652	KU:O:90852	2
JQ174652		29-Aug-1998	Guyana			Dendrocincla merula	652	KU:O:89735	2
JQ174643		02-Nov-1994	Guyana: Essequibo			Deconychura longicauda	652	KU:O:86440	2
JQ174640		01-Apr-1996	Guyana: Berbice			Daptrius ater	652	KU:O:88118	2
JQ174630		10-Sep-1998	Guyana			Cyphorhinus arada	652	KU:O:89851	2
JQ174628		16-Sep-1997	Guyana: Northwest District			Cyphorhinus arada	652	KU:O:89064	2
JQ174607		21-Apr-1995	Panama: Chiriqui			Cyanolyca cucullata	652	KU:O:87020	2
JQ174600		20-Sep-1997	Guyana: Northwest District			Cyanocorax cayanus	652	KU:O:89056	2
JQ174596		06-Apr-1996	Guyana: Berbice			Cyanerpes cyaneus	652	KU:O:88256	2
JQ174592		14-Nov-1994	Guyana: Essequibo			Cyanerpes caeruleus	652	KU:O:86502	2
JQ174583		02-Apr-1996	Guyana: Berbice			Crypturellus erythropus	652	KU:O:88325	2
JQ174577		12-Sep-1998	Guyana			Crypturellus brevirostris	652	KU:O:89676	2
JQ174569		30-Aug-1998	Guyana			Crax alector	652	KU:O:89682	2
JQ174559		04-Oct-1997	Guyana: Northwest District			Cotinga cotinga	652	KU:O:89000	2
JQ174527		03-Sep-1998	Guyana			Contopus nigrescens	652	KU:O:89817	2
JQ174526		03-Sep-1998	Guyana			Contopus nigrescens	652	KU:O:89818	2
JQ174518		30-Aug-1998	Guyana			Conopias parvus	652	KU:O:90386	2
JQ174517		23-Aug-1998	Guyana			Conopias parvus	650	KU:O:89828	2
JQ174513		29-Oct-2000	Guyana			Conirostrum speciosum	649	KU:O:91503	2
JQ174511		05-Nov-2000	Guyana			Conirostrum speciosum	649	KU:O:91505	2
JQ174504		18-Sep-1997	Guyana: Northwest District			Colonia colonus	652	KU:O:88982	2
JQ174494		06-Apr-1996	Guyana: Berbice			Colinus cristatus	651	KU:O:88128	2
JQ174492		17-Apr-1995	Panama: Chiriqui			Colibri thalassinus	652	KU:O:86888	2
JQ174476		15-Mar-2000	Guyana			Coccycua minuta	620	KU:O:90766	2
JQ174473		19-Sep-1998	Guyana			Cnemotriccus fuscatus	652	KU:O:89820	2
JQ174448		02-Apr-1995	Panama: Chiriqui			Ciccaba nigrolineata	652	KU:O:86870	2
JQ174442		26-Mar-2000	Guyana			Chrysolampis mosquitus	652	KU:O:90740	2
JQ174431		20-Apr-1995	Panama: Chiriqui			Chlorospingus pileatus	652	KU:O:87090	2
JQ174430		14-Apr-1995	Panama: Chiriqui			Chlorospingus pileatus	652	KU:O:87089	2
JQ174429		17-Apr-1995	Panama: Chiriqui			Chlorospingus pileatus	652	KU:O:87092	2
JQ174428		10-Apr-1995	Panama: Chiriqui			Chlorospingus ophthalmicus	652	KU:O:87087	2
JQ174423		03-Nov-1994	Guyana: Essequibo			Chloroceryle inda	652	KU:O:86423	2
JQ174420		05-Sep-1998	Guyana			Chloroceryle inda	643	KU:O:89700	2
JQ174418		09-Nov-1994	Guyana: Essequibo			Chloroceryle amazona	651	KU:O:86424	2
JQ174415		01-Nov-2000	Guyana			Chiroxiphia pareola	643	KU:O:91548	2
JQ174407		10-Apr-1995	Panama: Chiriqui			Chamaepetes unicolor	652	KU:O:86858	2
JQ174405		09-Apr-1995	Panama: Chiriqui			Chamaepetes unicolor	652	KU:O:87110	2
JQ174394		18-Aug-1998	Guyana			Chaetura spinicaudus	652	KU:O:89732	2
JQ174393		14-Nov-1994	Guyana: Essequibo			Chaetura spinicaudus	652	KU:O:86425	2
JQ174386		10-Nov-2000	Guyana			Chaetura brachyura	627	KU:O:91525	2
JQ174378		13-May-2006	Greece: Lesvos		39.129 N 26.219 E	Cettia cetti	652	USNM:Birds:640761	2
JQ174359		07-Nov-1994	Guyana: Essequibo			Cercomacra cinerascens	652	KU:O:86462	2
JQ174345		22-Sep-1997	Guyana: Northwest District			Celeus undatus	652	KU:O:88949	2
JQ174343		11-Mar-2000	Guyana			Celeus torquatus	652	KU:O:90832	2
JQ174342		31-Mar-2000	Guyana			Celeus torquatus	652	KU:O:91091	2
JQ174341		23-Aug-1998	Guyana			Celeus flavus	645	KU:O:89717	2
JQ174337		28-Sep-1997	Guyana: Northwest District			Celeus elegans	652	KU:O:88948	2
JQ174331		08-Jun-2006	Greece: Macedonia		41.346 N 24.589 E	Cecropis daurica	652	USNM:Birds:640904	2
JQ174328		18-Apr-1995	Panama: Chiriqui			Catharus gracilirostris	652	KU:O:87036	2
JQ174325		11-Apr-1995	Panama: Chiriqui			Catharus fuscater	646	KU:O:87031	2
JQ174324		18-Apr-1995	Panama: Chiriqui			Catharus frantzii	652	KU:O:87034	2
JQ174319		11-Nov-2000	Guyana			Cathartes burrovianus	652	KU:O:94376	2
JQ174315		04-Apr-1996	Guyana: Berbice			Caryothraustes canadensis	652	KU:O:88272	2
JQ174307		27-Oct-2000	Guyana			Capsiempis flaveola	652	KU:O:94334	2
JQ174306		27-Oct-2000	Guyana			Capsiempis flaveola	652	KU:O:91500	2
JQ174304		18-Jul-2004	Guyana			Setopagis whitelyi	652	LSUMZ:Ornithology:175345	2
JQ174302		06-Apr-1996	Guyana: Berbice			Antrostomus rufus	652	KU:O:88123	2
JQ174297		02-Apr-1996	Guyana: Berbice			Nyctipolus nigrescens	652	KU:O:88124	2
JQ174296		02-Apr-1996	Guyana: Berbice			Nyctipolus nigrescens	652	KU:O:88335	2
JQ174286		27-Mar-1996	Guyana: Berbice			Hydropsalis cayennensis	652	KU:O:88125	2
JQ174279		30-Mar-2000	Guyana			Capito niger	649	KU:O:91088	2
JQ174278		26-Sep-1997	Guyana: Northwest District			Capito niger	652	KU:O:88938	2
JQ174273		20-Mar-2000	Guyana			Campylorhynchus griseus	651	KU:O:90792	2
JQ174272		11-Nov-2000	Guyana			Campylorhynchus griseus	652	KU:O:94339	2
JQ174271		13-Apr-1995	Panama: Chiriqui			Campylorhamphus pusillus	652	KU:O:86957	2
JQ174270		09-Apr-1995	Panama: Chiriqui			Campylorhamphus pusillus	652	KU:O:86956	2
JQ174269		02-Apr-1995	Panama: Chiriqui			Campylorhamphus pusillus	652	KU:O:87127	2
JQ174261		06-Apr-1995	Panama: Chiriqui			Campylopterus hemileucurus	652	KU:O:86885	2
JQ174260		05-Apr-1995	Panama: Chiriqui			Campylopterus hemileucurus	652	KU:O:86887	2
JQ174259		06-Apr-1995	Panama: Chiriqui			Campylopterus hemileucurus	652	KU:O:86884	2
JQ174258		17-Apr-2000	Guyana			Camptostoma obsoletum	651	KU:O:90888	2
JQ174228		25-Sep-1997	Guyana: Northwest District			Cacicus haemorrhous	652	KU:O:89057	2
JQ174227		01-Apr-1996	Guyana: Berbice			Cacicus cela	652	KU:O:88289	2
JQ174220		15-Mar-2000	Guyana			Butorides striata	652	KU:O:90942	2
JQ174210		07-Apr-1995	Panama: Chiriqui			Buteogallus anthracinus	652	KU:O:86856	2
JQ174204		06-Nov-2000	Guyana			Busarellus nigricollis	649	KU:O:91464	2
JQ174202		27-Mar-1996	Guyana: Berbice			Burhinus bistriatus	652	KU:O:88119	2
JQ174198		06-Apr-2000	Guyana			Bucco tamatia	652	KU:O:90946	2
JQ174197		03-Apr-2000	Guyana			Bucco tamatia	644	KU:O:90823	2
JQ174195		29-Mar-1996	Guyana: Berbice			Bucco capensis	652	KU:O:88148	2
JQ174184		28-Oct-2000	Guyana			Botaurus pinnatus	633	KU:O:91463	2
JQ174173		18-Aug-1998	Guyana			Berlepschia rikeri	645	KU:O:89750	2
JQ174170		12-Apr-1995	Panama: Chiriqui			Basileuterus tristriatus	652	KU:O:87061	2
JQ174169		04-Apr-1995	Panama: Chiriqui			Basileuterus tristriatus	652	KU:O:87058	2
JQ174168		03-Apr-1995	Panama: Chiriqui			Basileuterus tristriatus	652	KU:O:87059	2
JQ174161		14-Apr-1995	Panama: Chiriqui			Basileuterus melanogenys	652	KU:O:87062	2
JQ174160		18-Apr-1995	Panama: Chiriqui			Basileuterus melanogenys	652	KU:O:87063	2
JQ174159		17-Apr-1995	Panama: Chiriqui			Basileuterus melanogenys	652	KU:O:87064	2
JQ174158		06-Apr-1995	Panama: Chiriqui			Basileuterus fulvicauda	652	KU:O:87066	2
JQ174155		12-Nov-2000	Guyana			Basileuterus flaveolus	628	KU:O:91577	2
JQ174153		09-Nov-2000	Guyana			Basileuterus flaveolus	652	KU:O:94338	2
JQ174136		31-Mar-2000	Guyana			Automolus rufipileatus	652	KU:O:90854	2
JQ174135		06-Sep-1998	Guyana			Automolus rubiginosus	652	KU:O:89747	2
JQ174128		07-Nov-1994	Guyana: Essequibo			Automolus infuscatus	652	KU:O:86434	2
JQ174125		30-Aug-1998	Guyana			Automolus infuscatus	652	KU:O:90393	2
JQ174121		02-Sep-1998	Guyana			Aulacorhynchus derbianus	652	KU:O:89706	2
JQ174118		11-Nov-2000	Guyana			Attila spadiceus	652	KU:O:91538	2
JQ174113		05-Nov-2000	Guyana			Attila cinnamomeus	652	KU:O:91506	2
JQ174111		20-Aug-1998	Guyana			Atticora melanoleuca	652	KU:O:90368	2
JQ174105		05-Apr-1995	Panama: Chiriqui			Arremon brunneinucha	652	KU:O:87102	2
JQ174104		10-Apr-1995	Panama: Chiriqui			Arremon brunneinucha	652	KU:O:87101	2
JQ174103		14-Apr-1995	Panama: Chiriqui			Arremon brunneinucha	652	KU:O:87123	2
JQ174100		12-Apr-2000	Guyana			Atalotriccus pilaris	652	KU:O:90984	2
JQ174099		18-Sep-1998	Guyana			Asio stygius	652	KU:O:89697	2
JQ174097		15-Mar-2000	Guyana			Arundinicola leucocephala	652	KU:O:90770	2
JQ174091		21-Apr-1995	Panama: Chiriqui			Arremonops conirostris	635	KU:O:87107	2
JQ174077		08-Nov-2000	Guyana			Eupsittula pertinax	652	KU:O:91512	2
JQ173985		13-Apr-2000	Guyana			Amazilia fimbriata	652	KU:O:90967	2
JQ173921		31-Mar-1996	Guyana: Berbice			Agamia agami	652	KU:O:88116	2
JQ173894		24-Sep-1997	Guyana: Northwest District			Accipiter superciliosus	652	KU:O:88916	2
KJ013278		12-Apr-2000	Guyana		2.867 N 59.267 W	Tolmomyias sulphurescens	644	USNM:Birds:626195	0
KJ013277		23-Jul-2004	Guyana		4.933 N 59.883 W	Tolmomyias assimilis	652	USNM:Birds:632754	0
KJ013276		04-Jul-2005	USA: Florida			Sternula antillarum	652	USNM:Birds:601973	0
KJ013275		07-Nov-2000	Guyana		2.817 N 59.817 W	Megaceryle torquata	652	USNM:Birds:627408	0
KJ013273		29-Apr-1994	Panama: Bocas Del Toro		9.467 N 82.667 W	Glaucis aeneus	652	USNM:Birds:608923	0
KJ013272		27-Jul-2004	Guyana		4.933 N 59.883 W	Euphonia xanthogaster	652	USNM:Birds:632764	0
KJ013271		27-Feb-1992	Argentina: Buenos Aires			Colaptes melanochloros	652	USNM:Birds:614653	0
KJ013270		05-Feb-2001	Guyana		5.2 N 57.283 W	Chlorostilbon notatus	639	USNM:Birds:622971	0
KJ013269		10-Feb-1988	Panama: Bocas Del Toro			Anthracothorax nigricollis	652	USNM:Birds:606102	0
KJ013268		25-Feb-2001	Myanmar: Kachin		28.168 N 97.68 E	Alcippe vinipectus	652	USNM:Birds:631848	0
KJ013267		03-Aug-2004	Guyana: Upper Takutu-Upper Essequibo		3.883 N 59.583 W	Chrysolampis mosquitus	652	USNM:Birds:632495	0
JQ175710		23-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		3.58 N 58.663 W	Penelope jacquacu	652	USNM:Birds:637172	2
JQ175709		23-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		3.58 N 58.663 W	Penelope jacquacu	650	USNM:Birds:637259	2
JQ176684		10-May-1989	Philippines: Luzon		17.833 N 122.017 E	Zosterops nigrorum	651	USNM:Birds:607559	2
JQ176656		03-Mar-1999	Guyana		1.65 N 58.617 W	Xiphorhynchus obsoletus	652	USNM:Birds:622004	2
JQ176620		23-Jun-1999	USA: Virginia		38.149 N 79.765 W	Vermivora chrysoptera	648	USNM:Birds:601408	2
JQ176585		01-Jan-2002	Gabon: Ogooue-Maritime			Turtur afer	645	USNM:Birds:622865	2
JQ176566		25-Feb-1989	Panama: Bocas Del Toro			Turdus grayi	651	USNM:Birds:607024	2
JQ176550		23-Jul-2004	Guyana		4.933 N 59.883 W	Trogon violaceus	652	USNM:Birds:632811	2
JQ176544		30-Jan-1989	Panama: Bocas Del Toro			Trogon massena	651	USNM:Birds:606815	2
JQ176530		10-Apr-2004	USA: California		38.819 N 122.389 W	Toxostoma redivivum	652	USNM:Birds:632196	2
JQ176504		16-Oct-1989	Australia: Queensland			Todiramphus macleayii	652	USNM:Birds:612714	2
JQ176503		04-Mar-1990	Philippines: Cagayan, Babuyan Islands			Todiramphus chloris	651	USNM:Birds:635317	2
JQ176502		04-Mar-2006	Gabon: Ogooue-Maritime		1.936 S 9.881 E	Tockus camurus	651	USNM:Birds:616704	2
JQ176484		14-Mar-1987	Panama: Bocas Del Toro			Thryothorus nigricapillus	651	USNM:Birds:605408	2
JQ176477		19-Apr-2000	Guyana		2.867 N 59.267 W	Thryothorus leucotis	652	USNM:Birds:622242	2
JQ176462		14-Feb-1999	Guyana		6.517 N 57.733 W	Thraupis palmarum	652	USNM:Birds:622176	2
JQ176424		14-Mar-1999	Guyana		1.583 N 58.633 W	Tersina viridis	652	USNM:Birds:587821	2
JQ176422		12-Mar-1999	Guyana		1.583 N 58.633 W	Tersina viridis	652	USNM:Birds:625698	2
JQ176417		21-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Terpsiphone rufiventer	652	USNM:Birds:631697	2
JQ176396		16-Jul-2004	Guyana		4.933 N 59.883 W	Tangara punctata	652	USNM:Birds:632405	2
JQ176390		09-Oct-2000	Guyana		6.517 N 57.733 W	Tangara mexicana	652	USNM:Birds:625911	2
JQ176376		24-Jul-2004	Guyana		4.965 N 59.914 W	Tangara gyrola	652	USNM:Birds:632815	2
JQ176268		12-May-1989	Philippines: Luzon		17.833 N 122.017 E	Stachyris capitalis	651	USNM:Birds:607459	2
JQ176177		12-Feb-2001	Myanmar: Kachin		27.50 N 97.802 E	Sasia ochracea	652	USNM:Birds:631804	2
JQ176173		20-Jul-2004	Guyana		4.933 N 59.883 W	Saltator maximus	652	USNM:Birds:632745	2
JQ176135		26-Apr-1995	Myanmar: Chin			Chelidorhynx hypoxanthus	652	USNM:Birds:620603	2
JQ176101		21-Jul-2004	Guyana		4.933 N 59.883 W	Ramphastos vitellinus	652	USNM:Birds:632688	2
JQ176099		15-Jul-2004	Guyana		4.933 N 59.883 W	Ramphastos tucanus	652	USNM:Birds:632532	2
JQ176094		24-Feb-1991	Panama: Bocas Del Toro			Ramphastos sulfuratus	651	USNM:Birds:614004	2
JQ176077		18-Jul-2004	Guyana		4.933 N 59.883 W	Pyrrhura egregia	652	USNM:Birds:632413	2
JQ176075		16-Jul-2004	Guyana		4.933 N 59.883 W	Pyrrhura egregia	652	USNM:Birds:632793	2
JQ176052		26-Feb-1991	Panama: Bocas Del Toro			Pulsatrix perspicillata	651	USNM:Birds:608116	2
JQ176044		12-Mar-1990	Philippines: Cagayan, Babuyan Islands			Ptilinopus leclancheri	651	USNM:Birds:635225	2
JQ175972		26-Mar-1999	Guyana		1.65 N 58.617 W	Porzana albicollis	652	USNM:Birds:625348	2
JQ175902		16-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Dyaphorophyia castanea	652	USNM:Birds:631659	2
JQ175901		16-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Dyaphorophyia castanea	652	USNM:Birds:631661	2
JQ175883		30-Apr-1989	Philippines: Luzon		17.917 N 122.033 E	Erythropitta erythrogaster	651	USNM:Birds:607375	2
JQ175878		10-Nov-2000	Guyana		2.817 N 59.817 W	Piranga flava	652	USNM:Birds:625909	2
JQ175856		02-Oct-1997	Guyana: North West		7.367 N 60.483 W	Pionus fuscus	652	USNM:Birds:616362	2
JQ175846		18-Jul-2004	Guyana		4.933 N 59.883 W	Pionites melanocephalus	652	USNM:Birds:632630	2
JQ175836		24-Apr-2001	Guyana		6.80 N 58.483 W	Picumnus spilogaster	652	USNM:Birds:626945	2
JQ175790		06-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Phyllastrephus icterinus	652	USNM:Birds:631564	2
JQ175776		23-Jul-2004	Guyana		4.933 N 59.883 W	Philydor erythrocercum	652	USNM:Birds:632442	2
JQ175770		09-May-1989	Philippines: Luzon		17.833 N 122.017 E	Phapitreron amethystinus	651	USNM:Birds:607283	2
JQ175753		07-Nov-2000	Guyana		2.817 N 59.817 W	Phaethornis augusti	648	USNM:Birds:627500	2
JQ175722		15-Apr-2001	Guyana		5.383 N 60.767 W	Percnostola leucostigma	652	USNM:Birds:626837	2
JQ175718		20-Feb-1988	Panama: Bocas Del Toro			Penelope purpurascens	651	USNM:Birds:611559	2
JQ175679		12-Mar-1999	Guyana		1.583 N 58.633 W	Paroaria gularis	652	USNM:Birds:625724	2
JQ175675		05-Sep-2002	Uruguay: Soriano		33.783 S 57.333 W	Pardirallus sanguinolentus	652	USNM:Birds:630132	2
JQ175672		10-May-1989	Philippines: Luzon		17.833 N 122.017 E	Periparus elegans	651	USNM:Birds:607535	2
JQ175651		21-Feb-1989	Panama: Bocas Del Toro			Pachyramphus cinnamomeus	652	USNM:Birds:612398	2
JQ175535		28-Sep-2002	Gabon: Ogooue-Maritime		2.34 S 9.598 E	Neocossyphus rufus	652	USNM:Birds:630784	2
JQ175499		04-Oct-1997	Guyana: North West		7.367 N 60.483 W	Myrmotherula brachyura	652	USNM:Birds:586374	2
JQ175464		12-Mar-1999	Guyana		1.583 N 58.633 W	Myrmeciza atrothorax	652	USNM:Birds:625528	2
JQ175419		20-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Muscicapa olivascens	652	USNM:Birds:631692	2
JQ175418		12-May-1989	Philippines: Luzon		17.85 N 121.983 E	Mulleripicus funebris	651	USNM:Birds:613083	2
JQ175396		07-Mar-1991	Panama: Bocas Del Toro			Mitrospingus cassinii	652	USNM:Birds:608231	2
JQ175372		09-May-1989	Philippines: Luzon		17.833 N 122.017 E	Microhierax erythrogenys	651	USNM:Birds:607265	2
JQ175354		30-Jan-1999	Botswana			Merops nubicus	651	USNM:Birds:587394	2
JQ175353		31-Jan-1999	Botswana			Merops nubicus	651	USNM:Birds:621686	2
JQ175352		31-Jan-1999	Botswana			Merops nubicus	651	USNM:Birds:587397	2
JQ175341		01-Oct-1997	Guyana: North West		7.367 N 60.483 W	Melanerpes cruentatus	652	USNM:Birds:586340	2
JQ175340		01-Oct-1997	Guyana: North West		7.367 N 60.483 W	Melanerpes cruentatus	652	USNM:Birds:586339	2
JQ175330		09-May-1989	Philippines: Luzon		17.85 N 121.983 E	Megalurus palustris	651	USNM:Birds:613171	2
JQ175329		09-May-1989	Philippines: Luzon		17.85 N 121.983 E	Megalurus palustris	651	USNM:Birds:613170	2
JQ175304		28-Nov-1997	Myanmar: Sagaing			Mixornis gularis	652	USNM:Birds:616427	2
JQ175256		03-Oct-1997	Guyana: North West		7.367 N 60.483 W	Leucopternis albicollis	652	USNM:Birds:586299	2
JQ175245		09-May-1989	Philippines: Luzon		17.833 N 122.017 E	Leptocoma sperata	651	USNM:Birds:607555	2
JQ175189		14-Aug-2005	Iceland		64.022 N 22.607 W	Lagopus muta	648	USNM:Birds:627654	2
JQ175164		11-Dec-1994	Myanmar: Sagaing			Iole propinqua	651	USNM:Birds:620494	2
JQ175156		08-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Indicator maculatus	652	USNM:Birds:631593	2
JQ175153		08-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Illadopsis rufipennis	652	USNM:Birds:631591	2
JQ175148		20-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Illadopsis cleaveri	652	USNM:Birds:631694	2
JQ175104		08-Mar-1999	Guyana		1.65 N 58.617 W	Willisornis poecilinotus	652	USNM:Birds:622028	2
JQ175087		18-Jul-2004	Guyana		4.933 N 59.883 W	Hylophilus muscicapinus	652	USNM:Birds:632412	2
JQ175024		24-Jul-2004	Guyana		4.965 N 59.914 W	Hemithraupis flavicollis	652	USNM:Birds:632454	2
JQ174999		09-May-1989	Philippines: Luzon		17.833 N 122.017 E	Harpactes ardens	651	USNM:Birds:607339	2
JQ174984		14-Feb-1999	Swaziland			Gyps africanus	651	USNM:Birds:587405	2
JQ174983		14-Feb-1999	Swaziland			Gyps africanus	651	USNM:Birds:587404	2
JQ174944		12-Mar-2006	Gabon: Ogooue-Maritime		1.945 S 9.867 E	Glaucidium sjostedti	651	USNM:Birds:616716	2
JQ174943		12-Mar-2006	Gabon: Ogooue-Maritime		1.945 S 9.867 E	Glaucidium sjostedti	651	USNM:Birds:622876	2
JQ174938		29-Nov-1997	Myanmar: Sagaing			Glaucidium cuculoides	652	USNM:Birds:616413	2
JQ174923		11-Dec-1994	Myanmar: Sagaing			Garrulax pectoralis	651	USNM:Birds:620484	2
JQ174867		30-Sep-1997	Guyana: North West		7.367 N 60.483 W	Frederickena viridis	652	USNM:Birds:586359	2
JQ174861		04-Oct-1997	Guyana: North West		7.367 N 60.483 W	Forpus modestus sclateri	652	USNM:Birds:621391	2
JQ174828		27-Apr-1989	Philippines: Luzon			Lyncornis macrotis	651	USNM:Birds:613058	2
JQ174827		09-May-1989	Philippines: Luzon		17.833 N 122.017 E	Lyncornis macrotis	651	USNM:Birds:607328	2
JQ174791		06-May-1989	Philippines: Luzon		17.85 N 121.983 E	Eudynamys scolopaceus	651	USNM:Birds:607298	2
JQ174789		01-Jan-2001	Panama: Chiriqui			Eubucco bourcierii	652	USNM:Birds:542831	2
JQ174753		18-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Elminia nigromitrata	652	USNM:Birds:631668	2
JQ174748		19-Nov-2000	Guyana		6.017 N 58.20 W	Elaenia ruficeps	648	USNM:Birds:627427	2
JQ174728		29-Jan-1994	Papua New Guinea: New Ireland		4.45 S 152.933 E	Ducula melanochroa	652	USNM:Birds:615013	2
JQ174727		07-May-1989	Philippines: Luzon		17.85 N 121.983 E	Ducula aenea	651	USNM:Birds:607288	2
JQ174719		18-Jul-2004	Guyana		4.933 N 59.883 W	Doryfera johannae	652	USNM:Birds:632743	2
JQ174718		15-Jul-2004	Guyana		4.933 N 59.883 W	Doryfera johannae	652	USNM:Birds:632790	2
JQ174684		07-Feb-1994	Papua New Guinea: New Ireland		4.55 S 152.95 E	Dicaeum eximium	652	USNM:Birds:615065	2
JQ174666		12-May-2006	Greece: Lesvos		39.129 N 26.219 E	Leiopicus medius	652	USNM:Birds:637390	2
JQ174665		03-Dec-1997	Myanmar: Sagaing			Leiopicus mahrattensis	652	USNM:Birds:616421	2
JQ174664		02-Dec-1997	Myanmar: Sagaing			Leiopicus mahrattensis	641	USNM:Birds:586568	2
JQ174646		04-Mar-1999	Guyana		1.65 N 58.617 W	Deconychura stictolaema	652	USNM:Birds:625434	2
