accession	collection_date	country	lat_lon	scientific_name	specimen_voucher	sequence_length	trace_count
JQ175059	29-Aug-1998	Guyana		Hirundinea ferruginea	KU:O:89822	652	2
JQ175056	17-May-2006	Greece: Lesvos	39.129 N 26.219 E	Iduna pallida	USNM:Birds:640798	652	2
JQ175054	14-May-2006	Greece: Lesvos	39.129 N 26.219 E	Hippolais olivetorum	USNM:Birds:640769	652	2
JQ175049	13-Sep-1998	Guyana		Herpsilochmus stictocephalus	KU:O:90389	652	2
JQ175048	15-Sep-1997	Guyana: Northwest District		Herpsilochmus stictocephalus	KU:O:89034	652	2
JQ175047	31-Aug-1998	Guyana		Herpsilochmus stictocephalus	KU:O:89767	652	2
JQ175034	29-Sep-1997	Guyana: Northwest District		Henicorhina leucosticta	KU:O:89063	598	2
JQ175031	03-Apr-1995	Panama: Chiriqui		Henicorhina leucophrys	KU:O:87015	652	2
JQ175017	09-Nov-2000	Guyana		Heliomaster longirostris	KU:O:91523	652	2
JQ175010	10-Apr-1995	Panama: Chiriqui		Heliodoxa jacula	KU:O:87117	652	2
JQ174948	27-Sep-1997	Guyana: Northwest District		Glaucis hirsutus	KU:O:88957	652	2
JQ174935	14-Apr-1995	Panama: Chiriqui		Zentrygon costaricensis	KU:O:86863	652	2
JQ174934	12-Apr-1995	Panama: Chiriqui		Zentrygon chiriquensis	KU:O:86862	652	2
JQ174905	18-Apr-2000	Guyana		Gallinago undulata	KU:O:91130	630	2
JQ174904	01-Apr-2000	Guyana		Gallinago paraguaiae	KU:O:90815	652	2
JQ174866	02-Apr-1996	Guyana: Berbice		Frederickena viridis	KU:O:88164	652	2
JQ174862	23-Sep-1997	Guyana: Northwest District		Forpus modestus sclateri	KU:O:88931	652	2
JQ174850	11-Nov-1994	Guyana: Essequibo		Florisuga mellivora	KU:O:86431	652	2
JQ174835	24-Mar-2000	Guyana		Falco rufigularis	KU:O:90729	652	2
JQ174833	03-Apr-1995	Panama: Chiriqui		Eutoxeres aquila	KU:O:87134	652	2
JQ174832	15-Apr-1995	Panama: Chiriqui		Eutoxeres aquila	KU:O:86883	652	2
JQ174820	05-Apr-1996	Guyana: Berbice		Euphonia plumbea	KU:O:88251	652	2
JQ174815	10-Apr-1995	Panama: Chiriqui		Euphonia laniirostris	KU:O:87076	652	2
JQ174814	06-Apr-1995	Panama: Chiriqui		Euphonia laniirostris	KU:O:87075	652	2
JQ174810	16-Apr-2000	Guyana		Euphonia finschi	KU:O:90682	630	2
JQ174808	19-Mar-2000	Guyana		Euphonia finschi	KU:O:90804	652	2
JQ174805	02-Sep-1998	Guyana		Euphonia cayennensis	KU:O:89861	652	2
JQ174802	04-Apr-1995	Panama: Chiriqui		Euphonia anneae	KU:O:87071	652	2
JQ174800	10-Apr-1995	Panama: Chiriqui		Eupherusa nigriventris	KU:O:86896	652	2
JQ174799	08-Apr-1995	Panama: Chiriqui		Eupherusa nigriventris	KU:O:86894	652	2
JQ174798	03-Apr-1995	Panama: Chiriqui		Eupherusa eximia	KU:O:87135	652	2
JQ174797	03-Apr-1995	Panama: Chiriqui		Eupherusa eximia	KU:O:86893	652	2
JQ174796	04-Apr-1995	Panama: Chiriqui		Eupherusa eximia	KU:O:86891	652	2
JQ174788	05-Apr-1995	Panama: Chiriqui		Eubucco bourcierii	KU:O:86916	652	2
JQ174776	13-May-2006	Greece: Lesvos	39.129 N 26.219 E	Emberiza melanocephala	USNM:Birds:640093	652	2
JQ174775	14-May-2006	Greece: Lesvos	39.129 N 26.219 E	Emberiza melanocephala	USNM:Birds:640780	652	2
JQ174774	14-May-2006	Greece: Lesvos	39.129 N 26.219 E	Emberiza melanocephala	USNM:Birds:640775	652	2
JQ174768	15-May-2006	Greece: Lesvos	39.129 N 26.219 E	Emberiza cirlus	USNM:Birds:640785	652	2
JQ174766	18-May-2006	Greece: Lesvos	39.222 N 25.942 E	Emberiza cineracea	USNM:Birds:640802	652	2
JQ174765	18-May-2006	Greece: Lesvos	39.222 N 25.942 E	Emberiza cineracea	USNM:Birds:640803	652	2
JQ174764	18-May-2006	Greece: Lesvos	39.222 N 25.942 E	Emberiza calandra	USNM:Birds:640125	652	2
JQ174762	18-May-2006	Greece: Lesvos	39.222 N 25.942 E	Emberiza caesia	USNM:Birds:640801	652	2
JQ174758	05-Apr-1995	Panama: Chiriqui		Elvira chionura	KU:O:86897	652	2
JQ174757	09-Apr-1995	Panama: Chiriqui		Elvira chionura	KU:O:87139	652	2
JQ174756	08-Apr-1995	Panama: Chiriqui		Elvira chionura	KU:O:86898	652	2
JQ174749	18-Sep-1998	Guyana		Elaenia ruficeps	KU:O:89802	652	2
JQ174740	17-Apr-1995	Panama: Chiriqui		Elaenia frantzii	KU:O:86989	652	2
JQ174739	14-Apr-1995	Panama: Chiriqui		Elaenia frantzii	KU:O:86990	652	2
JQ174738	20-Apr-1995	Panama: Chiriqui		Elaenia frantzii	KU:O:86988	652	2
JQ174737	05-Apr-1996	Guyana: Berbice		Elaenia flavogaster	KU:O:88201	642	2
JQ174736	26-Mar-2000	Guyana		Elaenia flavogaster	KU:O:91085	652	2
JQ174734	19-Sep-1998	Guyana		Elaenia cristata	KU:O:89800	652	2
JQ174732	04-Nov-2000	Guyana		Elaenia chiriquensis	KU:O:91533	625	2
JQ174720	11-Apr-1995	Panama: Chiriqui		Doryfera ludoviciae	KU:O:87142	652	2
JQ174713	15-Mar-2000	Guyana		Donacobius atricapilla	KU:O:90767	652	2
JQ174712	15-Mar-2000	Guyana		Donacobius atricapilla	KU:O:90768	652	2
JQ174710	17-Aug-1998	Guyana		Dolospingus fringilloides	KU:O:89873	639	2
JQ174709	18-Aug-1998	Guyana		Dolospingus fringilloides	KU:O:89874	652	2
JQ174704	25-Mar-2000	Guyana		Diopsittaca nobilis	KU:O:90734	638	2
JQ174669	12-May-2006	Greece: Lesvos	39.129 N 26.219 E	Leiopicus medius	USNM:Birds:640757	652	2
JQ174668	11-May-2006	Greece: Lesvos	39.129 N 26.219 E	Leiopicus medius	USNM:Birds:640740	652	2
JQ174658	19-Apr-1995	Panama: Chiriqui		Dendrocolaptes picumnus	KU:O:86951	652	2
JQ174656	02-Apr-2000	Guyana		Dendrocolaptes picumnus	KU:O:90852	652	2
JQ174652	29-Aug-1998	Guyana		Dendrocincla merula	KU:O:89735	652	2
JQ174643	02-Nov-1994	Guyana: Essequibo		Deconychura longicauda	KU:O:86440	652	2
JQ174640	01-Apr-1996	Guyana: Berbice		Daptrius ater	KU:O:88118	652	2
JQ174630	10-Sep-1998	Guyana		Cyphorhinus arada	KU:O:89851	652	2
JQ174628	16-Sep-1997	Guyana: Northwest District		Cyphorhinus arada	KU:O:89064	652	2
JQ174607	21-Apr-1995	Panama: Chiriqui		Cyanolyca cucullata	KU:O:87020	652	2
JQ174600	20-Sep-1997	Guyana: Northwest District		Cyanocorax cayanus	KU:O:89056	652	2
JQ174596	06-Apr-1996	Guyana: Berbice		Cyanerpes cyaneus	KU:O:88256	652	2
JQ174592	14-Nov-1994	Guyana: Essequibo		Cyanerpes caeruleus	KU:O:86502	652	2
JQ174583	02-Apr-1996	Guyana: Berbice		Crypturellus erythropus	KU:O:88325	652	2
JQ174577	12-Sep-1998	Guyana		Crypturellus brevirostris	KU:O:89676	652	2
JQ174569	30-Aug-1998	Guyana		Crax alector	KU:O:89682	652	2
JQ174559	04-Oct-1997	Guyana: Northwest District		Cotinga cotinga	KU:O:89000	652	2
JQ174527	03-Sep-1998	Guyana		Contopus nigrescens	KU:O:89817	652	2
JQ174526	03-Sep-1998	Guyana		Contopus nigrescens	KU:O:89818	652	2
JQ174518	30-Aug-1998	Guyana		Conopias parvus	KU:O:90386	652	2
JQ174517	23-Aug-1998	Guyana		Conopias parvus	KU:O:89828	650	2
JQ174513	29-Oct-2000	Guyana		Conirostrum speciosum	KU:O:91503	649	2
JQ174511	05-Nov-2000	Guyana		Conirostrum speciosum	KU:O:91505	649	2
JQ174504	18-Sep-1997	Guyana: Northwest District		Colonia colonus	KU:O:88982	652	2
JQ174494	06-Apr-1996	Guyana: Berbice		Colinus cristatus	KU:O:88128	651	2
JQ174492	17-Apr-1995	Panama: Chiriqui		Colibri thalassinus	KU:O:86888	652	2
JQ174476	15-Mar-2000	Guyana		Coccycua minuta	KU:O:90766	620	2
JQ174473	19-Sep-1998	Guyana		Cnemotriccus fuscatus	KU:O:89820	652	2
JQ174448	02-Apr-1995	Panama: Chiriqui		Ciccaba nigrolineata	KU:O:86870	652	2
JQ174442	26-Mar-2000	Guyana		Chrysolampis mosquitus	KU:O:90740	652	2
JQ174431	20-Apr-1995	Panama: Chiriqui		Chlorospingus pileatus	KU:O:87090	652	2
JQ174430	14-Apr-1995	Panama: Chiriqui		Chlorospingus pileatus	KU:O:87089	652	2
JQ174429	17-Apr-1995	Panama: Chiriqui		Chlorospingus pileatus	KU:O:87092	652	2
JQ174428	10-Apr-1995	Panama: Chiriqui		Chlorospingus ophthalmicus	KU:O:87087	652	2
JQ174423	03-Nov-1994	Guyana: Essequibo		Chloroceryle inda	KU:O:86423	652	2
JQ174420	05-Sep-1998	Guyana		Chloroceryle inda	KU:O:89700	643	2
JQ174418	09-Nov-1994	Guyana: Essequibo		Chloroceryle amazona	KU:O:86424	651	2
JQ174415	01-Nov-2000	Guyana		Chiroxiphia pareola	KU:O:91548	643	2
JQ174407	10-Apr-1995	Panama: Chiriqui		Chamaepetes unicolor	KU:O:86858	652	2
JQ174405	09-Apr-1995	Panama: Chiriqui		Chamaepetes unicolor	KU:O:87110	652	2
JQ174394	18-Aug-1998	Guyana		Chaetura spinicaudus	KU:O:89732	652	2
JQ174393	14-Nov-1994	Guyana: Essequibo		Chaetura spinicaudus	KU:O:86425	652	2
JQ174386	10-Nov-2000	Guyana		Chaetura brachyura	KU:O:91525	627	2
JQ174378	13-May-2006	Greece: Lesvos	39.129 N 26.219 E	Cettia cetti	USNM:Birds:640761	652	2
JQ174359	07-Nov-1994	Guyana: Essequibo		Cercomacra cinerascens	KU:O:86462	652	2
JQ174345	22-Sep-1997	Guyana: Northwest District		Celeus undatus	KU:O:88949	652	2
JQ174343	11-Mar-2000	Guyana		Celeus torquatus	KU:O:90832	652	2
JQ174342	31-Mar-2000	Guyana		Celeus torquatus	KU:O:91091	652	2
JQ174341	23-Aug-1998	Guyana		Celeus flavus	KU:O:89717	645	2
JQ174337	28-Sep-1997	Guyana: Northwest District		Celeus elegans	KU:O:88948	652	2
JQ174331	08-Jun-2006	Greece: Macedonia	41.346 N 24.589 E	Cecropis daurica	USNM:Birds:640904	652	2
JQ174328	18-Apr-1995	Panama: Chiriqui		Catharus gracilirostris	KU:O:87036	652	2
JQ174325	11-Apr-1995	Panama: Chiriqui		Catharus fuscater	KU:O:87031	646	2
JQ174324	18-Apr-1995	Panama: Chiriqui		Catharus frantzii	KU:O:87034	652	2
JQ174319	11-Nov-2000	Guyana		Cathartes burrovianus	KU:O:94376	652	2
JQ174315	04-Apr-1996	Guyana: Berbice		Caryothraustes canadensis	KU:O:88272	652	2
JQ174307	27-Oct-2000	Guyana		Capsiempis flaveola	KU:O:94334	652	2
JQ174306	27-Oct-2000	Guyana		Capsiempis flaveola	KU:O:91500	652	2
JQ174304	18-Jul-2004	Guyana		Setopagis whitelyi	LSUMZ:Ornithology:175345	652	2
JQ174302	06-Apr-1996	Guyana: Berbice		Antrostomus rufus	KU:O:88123	652	2
JQ174297	02-Apr-1996	Guyana: Berbice		Nyctipolus nigrescens	KU:O:88124	652	2
JQ174296	02-Apr-1996	Guyana: Berbice		Nyctipolus nigrescens	KU:O:88335	652	2
JQ174286	27-Mar-1996	Guyana: Berbice		Hydropsalis cayennensis	KU:O:88125	652	2
JQ174279	30-Mar-2000	Guyana		Capito niger	KU:O:91088	649	2
JQ174278	26-Sep-1997	Guyana: Northwest District		Capito niger	KU:O:88938	652	2
JQ174273	20-Mar-2000	Guyana		Campylorhynchus griseus	KU:O:90792	651	2
JQ174272	11-Nov-2000	Guyana		Campylorhynchus griseus	KU:O:94339	652	2
JQ174271	13-Apr-1995	Panama: Chiriqui		Campylorhamphus pusillus	KU:O:86957	652	2
JQ174270	09-Apr-1995	Panama: Chiriqui		Campylorhamphus pusillus	KU:O:86956	652	2
JQ174269	02-Apr-1995	Panama: Chiriqui		Campylorhamphus pusillus	KU:O:87127	652	2
JQ174261	06-Apr-1995	Panama: Chiriqui		Campylopterus hemileucurus	KU:O:86885	652	2
JQ174260	05-Apr-1995	Panama: Chiriqui		Campylopterus hemileucurus	KU:O:86887	652	2
JQ174259	06-Apr-1995	Panama: Chiriqui		Campylopterus hemileucurus	KU:O:86884	652	2
JQ174258	17-Apr-2000	Guyana		Camptostoma obsoletum	KU:O:90888	651	2
JQ174228	25-Sep-1997	Guyana: Northwest District		Cacicus haemorrhous	KU:O:89057	652	2
JQ174227	01-Apr-1996	Guyana: Berbice		Cacicus cela	KU:O:88289	652	2
JQ174220	15-Mar-2000	Guyana		Butorides striata	KU:O:90942	652	2
JQ174210	07-Apr-1995	Panama: Chiriqui		Buteogallus anthracinus	KU:O:86856	652	2
JQ174204	06-Nov-2000	Guyana		Busarellus nigricollis	KU:O:91464	649	2
JQ174202	27-Mar-1996	Guyana: Berbice		Burhinus bistriatus	KU:O:88119	652	2
JQ174198	06-Apr-2000	Guyana		Bucco tamatia	KU:O:90946	652	2
JQ174197	03-Apr-2000	Guyana		Bucco tamatia	KU:O:90823	644	2
JQ174195	29-Mar-1996	Guyana: Berbice		Bucco capensis	KU:O:88148	652	2
JQ174184	28-Oct-2000	Guyana		Botaurus pinnatus	KU:O:91463	633	2
JQ174173	18-Aug-1998	Guyana		Berlepschia rikeri	KU:O:89750	645	2
JQ174170	12-Apr-1995	Panama: Chiriqui		Basileuterus tristriatus	KU:O:87061	652	2
JQ174169	04-Apr-1995	Panama: Chiriqui		Basileuterus tristriatus	KU:O:87058	652	2
JQ174168	03-Apr-1995	Panama: Chiriqui		Basileuterus tristriatus	KU:O:87059	652	2
JQ174161	14-Apr-1995	Panama: Chiriqui		Basileuterus melanogenys	KU:O:87062	652	2
JQ174160	18-Apr-1995	Panama: Chiriqui		Basileuterus melanogenys	KU:O:87063	652	2
JQ174159	17-Apr-1995	Panama: Chiriqui		Basileuterus melanogenys	KU:O:87064	652	2
JQ174158	06-Apr-1995	Panama: Chiriqui		Basileuterus fulvicauda	KU:O:87066	652	2
JQ174155	12-Nov-2000	Guyana		Basileuterus flaveolus	KU:O:91577	628	2
JQ174153	09-Nov-2000	Guyana		Basileuterus flaveolus	KU:O:94338	652	2
JQ174136	31-Mar-2000	Guyana		Automolus rufipileatus	KU:O:90854	652	2
JQ174135	06-Sep-1998	Guyana		Automolus rubiginosus	KU:O:89747	652	2
JQ174128	07-Nov-1994	Guyana: Essequibo		Automolus infuscatus	KU:O:86434	652	2
JQ174125	30-Aug-1998	Guyana		Automolus infuscatus	KU:O:90393	652	2
JQ174121	02-Sep-1998	Guyana		Aulacorhynchus derbianus	KU:O:89706	652	2
JQ174118	11-Nov-2000	Guyana		Attila spadiceus	KU:O:91538	652	2
JQ174113	05-Nov-2000	Guyana		Attila cinnamomeus	KU:O:91506	652	2
JQ174111	20-Aug-1998	Guyana		Atticora melanoleuca	KU:O:90368	652	2
JQ174105	05-Apr-1995	Panama: Chiriqui		Arremon brunneinucha	KU:O:87102	652	2
JQ174104	10-Apr-1995	Panama: Chiriqui		Arremon brunneinucha	KU:O:87101	652	2
JQ174103	14-Apr-1995	Panama: Chiriqui		Arremon brunneinucha	KU:O:87123	652	2
JQ174100	12-Apr-2000	Guyana		Atalotriccus pilaris	KU:O:90984	652	2
JQ174099	18-Sep-1998	Guyana		Asio stygius	KU:O:89697	652	2
JQ174097	15-Mar-2000	Guyana		Arundinicola leucocephala	KU:O:90770	652	2
JQ174091	21-Apr-1995	Panama: Chiriqui		Arremonops conirostris	KU:O:87107	635	2
JQ174077	08-Nov-2000	Guyana		Eupsittula pertinax	KU:O:91512	652	2
JQ173985	13-Apr-2000	Guyana		Amazilia fimbriata	KU:O:90967	652	2
JQ173921	31-Mar-1996	Guyana: Berbice		Agamia agami	KU:O:88116	652	2
JQ173894	24-Sep-1997	Guyana: Northwest District		Accipiter superciliosus	KU:O:88916	652	2
JQ176126	07-May-1989	Philippines: Luzon	17.833 N 122.017 E	Rhabdornis inornatus	USNM:Birds:607544	645	0
JQ176105	03-Feb-1989	Panama: Bocas Del Toro	9.233 N 82.267 W	Ramphocaenus melanurus	USNM:Birds:607030	496	2
JQ174525	11-Jun-1990	USA: Washington		Contopus cooperi	USNM:Birds:586221	455	2
JQ175710	23-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	3.58 N 58.663 W	Penelope jacquacu	USNM:Birds:637172	652	2
JQ175709	23-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	3.58 N 58.663 W	Penelope jacquacu	USNM:Birds:637259	650	2
JQ176684	10-May-1989	Philippines: Luzon	17.833 N 122.017 E	Zosterops nigrorum	USNM:Birds:607559	651	2
JQ176656	03-Mar-1999	Guyana	1.65 N 58.617 W	Xiphorhynchus obsoletus	USNM:Birds:622004	652	2
JQ176620	23-Jun-1999	USA: Virginia	38.149 N 79.765 W	Vermivora chrysoptera	USNM:Birds:601408	648	2
JQ176585	01-Jan-2002	Gabon: Ogooue-Maritime		Turtur afer	USNM:Birds:622865	645	2
JQ176566	25-Feb-1989	Panama: Bocas Del Toro		Turdus grayi	USNM:Birds:607024	651	2
JQ176550	23-Jul-2004	Guyana	4.933 N 59.883 W	Trogon violaceus	USNM:Birds:632811	652	2
JQ176544	30-Jan-1989	Panama: Bocas Del Toro		Trogon massena	USNM:Birds:606815	651	2
JQ176530	10-Apr-2004	USA: California	38.819 N 122.389 W	Toxostoma redivivum	USNM:Birds:632196	652	2
JQ176504	16-Oct-1989	Australia: Queensland		Todiramphus macleayii	USNM:Birds:612714	652	2
JQ176503	04-Mar-1990	Philippines: Cagayan, Babuyan Islands		Todiramphus chloris	USNM:Birds:635317	651	2
JQ176502	04-Mar-2006	Gabon: Ogooue-Maritime	1.936 S 9.881 E	Tockus camurus	USNM:Birds:616704	651	2
JQ176484	14-Mar-1987	Panama: Bocas Del Toro		Thryothorus nigricapillus	USNM:Birds:605408	651	2
JQ176477	19-Apr-2000	Guyana	2.867 N 59.267 W	Thryothorus leucotis	USNM:Birds:622242	652	2
JQ176462	14-Feb-1999	Guyana	6.517 N 57.733 W	Thraupis palmarum	USNM:Birds:622176	652	2
JQ176424	14-Mar-1999	Guyana	1.583 N 58.633 W	Tersina viridis	USNM:Birds:587821	652	2
JQ176422	12-Mar-1999	Guyana	1.583 N 58.633 W	Tersina viridis	USNM:Birds:625698	652	2
JQ176417	21-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Terpsiphone rufiventer	USNM:Birds:631697	652	2
JQ176396	16-Jul-2004	Guyana	4.933 N 59.883 W	Tangara punctata	USNM:Birds:632405	652	2
JQ176390	09-Oct-2000	Guyana	6.517 N 57.733 W	Tangara mexicana	USNM:Birds:625911	652	2
JQ176376	24-Jul-2004	Guyana	4.965 N 59.914 W	Tangara gyrola	USNM:Birds:632815	652	2
JQ176268	12-May-1989	Philippines: Luzon	17.833 N 122.017 E	Stachyris capitalis	USNM:Birds:607459	651	2
JQ176177	12-Feb-2001	Myanmar: Kachin	27.50 N 97.802 E	Sasia ochracea	USNM:Birds:631804	652	2
JQ176173	20-Jul-2004	Guyana	4.933 N 59.883 W	Saltator maximus	USNM:Birds:632745	652	2
JQ176135	26-Apr-1995	Myanmar: Chin		Chelidorhynx hypoxanthus	USNM:Birds:620603	652	2
JQ176101	21-Jul-2004	Guyana	4.933 N 59.883 W	Ramphastos vitellinus	USNM:Birds:632688	652	2
JQ176099	15-Jul-2004	Guyana	4.933 N 59.883 W	Ramphastos tucanus	USNM:Birds:632532	652	2
JQ176094	24-Feb-1991	Panama: Bocas Del Toro		Ramphastos sulfuratus	USNM:Birds:614004	651	2
JQ176077	18-Jul-2004	Guyana	4.933 N 59.883 W	Pyrrhura egregia	USNM:Birds:632413	652	2
JQ176075	16-Jul-2004	Guyana	4.933 N 59.883 W	Pyrrhura egregia	USNM:Birds:632793	652	2
JQ176052	26-Feb-1991	Panama: Bocas Del Toro		Pulsatrix perspicillata	USNM:Birds:608116	651	2
JQ176044	12-Mar-1990	Philippines: Cagayan, Babuyan Islands		Ptilinopus leclancheri	USNM:Birds:635225	651	2
JQ175972	26-Mar-1999	Guyana	1.65 N 58.617 W	Porzana albicollis	USNM:Birds:625348	652	2
JQ175902	16-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Dyaphorophyia castanea	USNM:Birds:631659	652	2
JQ175901	16-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Dyaphorophyia castanea	USNM:Birds:631661	652	2
JQ175883	30-Apr-1989	Philippines: Luzon	17.917 N 122.033 E	Erythropitta erythrogaster	USNM:Birds:607375	651	2
JQ175878	10-Nov-2000	Guyana	2.817 N 59.817 W	Piranga flava	USNM:Birds:625909	652	2
JQ175856	02-Oct-1997	Guyana: North West	7.367 N 60.483 W	Pionus fuscus	USNM:Birds:616362	652	2
JQ175846	18-Jul-2004	Guyana	4.933 N 59.883 W	Pionites melanocephalus	USNM:Birds:632630	652	2
JQ175836	24-Apr-2001	Guyana	6.80 N 58.483 W	Picumnus spilogaster	USNM:Birds:626945	652	2
JQ175790	06-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Phyllastrephus icterinus	USNM:Birds:631564	652	2
JQ175776	23-Jul-2004	Guyana	4.933 N 59.883 W	Philydor erythrocercum	USNM:Birds:632442	652	2
JQ175770	09-May-1989	Philippines: Luzon	17.833 N 122.017 E	Phapitreron amethystinus	USNM:Birds:607283	651	2
JQ175753	07-Nov-2000	Guyana	2.817 N 59.817 W	Phaethornis augusti	USNM:Birds:627500	648	2
JQ175722	15-Apr-2001	Guyana	5.383 N 60.767 W	Percnostola leucostigma	USNM:Birds:626837	652	2
JQ175718	20-Feb-1988	Panama: Bocas Del Toro		Penelope purpurascens	USNM:Birds:611559	651	2
JQ175679	12-Mar-1999	Guyana	1.583 N 58.633 W	Paroaria gularis	USNM:Birds:625724	652	2
JQ175675	05-Sep-2002	Uruguay: Soriano	33.783 S 57.333 W	Pardirallus sanguinolentus	USNM:Birds:630132	652	2
JQ175672	10-May-1989	Philippines: Luzon	17.833 N 122.017 E	Periparus elegans	USNM:Birds:607535	651	2
JQ175651	21-Feb-1989	Panama: Bocas Del Toro		Pachyramphus cinnamomeus	USNM:Birds:612398	652	2
JQ175535	28-Sep-2002	Gabon: Ogooue-Maritime	2.34 S 9.598 E	Neocossyphus rufus	USNM:Birds:630784	652	2
JQ175499	04-Oct-1997	Guyana: North West	7.367 N 60.483 W	Myrmotherula brachyura	USNM:Birds:586374	652	2
JQ175464	12-Mar-1999	Guyana	1.583 N 58.633 W	Myrmeciza atrothorax	USNM:Birds:625528	652	2
JQ175419	20-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Muscicapa olivascens	USNM:Birds:631692	652	2
JQ175418	12-May-1989	Philippines: Luzon	17.85 N 121.983 E	Mulleripicus funebris	USNM:Birds:613083	651	2
JQ175396	07-Mar-1991	Panama: Bocas Del Toro		Mitrospingus cassinii	USNM:Birds:608231	652	2
JQ175372	09-May-1989	Philippines: Luzon	17.833 N 122.017 E	Microhierax erythrogenys	USNM:Birds:607265	651	2
JQ175354	30-Jan-1999	Botswana		Merops nubicus	USNM:Birds:587394	651	2
JQ175353	31-Jan-1999	Botswana		Merops nubicus	USNM:Birds:621686	651	2
JQ175352	31-Jan-1999	Botswana		Merops nubicus	USNM:Birds:587397	651	2
JQ175341	01-Oct-1997	Guyana: North West	7.367 N 60.483 W	Melanerpes cruentatus	USNM:Birds:586340	652	2
JQ175340	01-Oct-1997	Guyana: North West	7.367 N 60.483 W	Melanerpes cruentatus	USNM:Birds:586339	652	2
JQ175330	09-May-1989	Philippines: Luzon	17.85 N 121.983 E	Megalurus palustris	USNM:Birds:613171	651	2
JQ175329	09-May-1989	Philippines: Luzon	17.85 N 121.983 E	Megalurus palustris	USNM:Birds:613170	651	2
JQ175304	28-Nov-1997	Myanmar: Sagaing		Mixornis gularis	USNM:Birds:616427	652	2
JQ175256	03-Oct-1997	Guyana: North West	7.367 N 60.483 W	Leucopternis albicollis	USNM:Birds:586299	652	2
JQ175245	09-May-1989	Philippines: Luzon	17.833 N 122.017 E	Leptocoma sperata	USNM:Birds:607555	651	2
JQ175189	14-Aug-2005	Iceland	64.022 N 22.607 W	Lagopus muta	USNM:Birds:627654	648	2
JQ175164	11-Dec-1994	Myanmar: Sagaing		Iole propinqua	USNM:Birds:620494	651	2
JQ175156	08-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Indicator maculatus	USNM:Birds:631593	652	2
JQ175153	08-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Illadopsis rufipennis	USNM:Birds:631591	652	2
JQ175148	20-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Illadopsis cleaveri	USNM:Birds:631694	652	2
JQ175104	08-Mar-1999	Guyana	1.65 N 58.617 W	Willisornis poecilinotus	USNM:Birds:622028	652	2
JQ175087	18-Jul-2004	Guyana	4.933 N 59.883 W	Hylophilus muscicapinus	USNM:Birds:632412	652	2
JQ175024	24-Jul-2004	Guyana	4.965 N 59.914 W	Hemithraupis flavicollis	USNM:Birds:632454	652	2
JQ174999	09-May-1989	Philippines: Luzon	17.833 N 122.017 E	Harpactes ardens	USNM:Birds:607339	651	2
JQ174984	14-Feb-1999	Swaziland		Gyps africanus	USNM:Birds:587405	651	2
JQ174983	14-Feb-1999	Swaziland		Gyps africanus	USNM:Birds:587404	651	2
JQ174944	12-Mar-2006	Gabon: Ogooue-Maritime	1.945 S 9.867 E	Glaucidium sjostedti	USNM:Birds:616716	651	2
JQ174943	12-Mar-2006	Gabon: Ogooue-Maritime	1.945 S 9.867 E	Glaucidium sjostedti	USNM:Birds:622876	651	2
JQ174938	29-Nov-1997	Myanmar: Sagaing		Glaucidium cuculoides	USNM:Birds:616413	652	2
JQ174923	11-Dec-1994	Myanmar: Sagaing		Garrulax pectoralis	USNM:Birds:620484	651	2
JQ174867	30-Sep-1997	Guyana: North West	7.367 N 60.483 W	Frederickena viridis	USNM:Birds:586359	652	2
JQ174861	04-Oct-1997	Guyana: North West	7.367 N 60.483 W	Forpus modestus sclateri	USNM:Birds:621391	652	2
JQ174828	27-Apr-1989	Philippines: Luzon		Lyncornis macrotis	USNM:Birds:613058	651	2
JQ174827	09-May-1989	Philippines: Luzon	17.833 N 122.017 E	Lyncornis macrotis	USNM:Birds:607328	651	2
JQ174791	06-May-1989	Philippines: Luzon	17.85 N 121.983 E	Eudynamys scolopaceus	USNM:Birds:607298	651	2
JQ174789	01-Jan-2001	Panama: Chiriqui		Eubucco bourcierii	USNM:Birds:542831	652	2
JQ174753	18-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Elminia nigromitrata	USNM:Birds:631668	652	2
JQ174748	19-Nov-2000	Guyana	6.017 N 58.20 W	Elaenia ruficeps	USNM:Birds:627427	648	2
JQ174728	29-Jan-1994	Papua New Guinea: New Ireland	4.45 S 152.933 E	Ducula melanochroa	USNM:Birds:615013	652	2
JQ174727	07-May-1989	Philippines: Luzon	17.85 N 121.983 E	Ducula aenea	USNM:Birds:607288	651	2
JQ174719	18-Jul-2004	Guyana	4.933 N 59.883 W	Doryfera johannae	USNM:Birds:632743	652	2
JQ174718	15-Jul-2004	Guyana	4.933 N 59.883 W	Doryfera johannae	USNM:Birds:632790	652	2
